ID:0	of_type	outlet concentration measurement
ID:0	of_reactor	stirred reactor
ID:0	has_author	Author 14
ID:0	of_year	1988
ID:0	of_target	NH3
ID:0	has_similarity	S_0.3
ID:0	has_uncertainty	U_0.3
ID:1	of_type	burner stabilized flame speciation measurement
ID:1	of_reactor	flame
ID:1	has_author	Author 6
ID:1	of_year	1980
ID:1	of_target	CO2
ID:1	has_similarity	S_0.7
ID:1	has_uncertainty	U_0.7
ID:2	of_type	outlet concentration measurement
ID:2	of_reactor	shock tube
ID:2	has_author	Author 84
ID:2	of_year	1999
ID:2	of_target	IDT
ID:2	has_similarity	S_0.1
ID:2	has_uncertainty	U_0.1
ID:3	of_type	jet stirred reactor measurement
ID:3	of_reactor	shock tube
ID:3	has_author	Author 96
ID:3	of_year	1992
ID:3	of_target	CO2
ID:3	has_similarity	S_0.6
ID:3	has_uncertainty	U_0.6
ID:4	of_type	concentration time profile measurement
ID:4	of_reactor	flow reactor
ID:4	has_author	Author 6
ID:4	of_year	1987
ID:4	of_target	C7H8
ID:4	has_similarity	S_0.8
ID:4	has_uncertainty	U_0.8
ID:5	of_type	jet stirred reactor measurement
ID:5	of_reactor	shock tube
ID:5	has_author	Author 10
ID:5	of_year	1961
ID:5	of_target	CH3
ID:5	has_similarity	S_0.7
ID:5	has_uncertainty	U_0.7
ID:6	of_type	jet stirred reactor measurement
ID:6	of_reactor	shock tube
ID:6	has_author	Author 67
ID:6	of_year	1958
ID:6	of_target	CH4
ID:6	has_similarity	S_0.2
ID:6	has_uncertainty	U_0.2
ID:7	of_type	ignition delay measurement
ID:7	of_reactor	shock tube
ID:7	has_author	Author 13
ID:7	of_year	1955
ID:7	of_target	C6H6
ID:7	has_similarity	S_0.5
ID:7	has_uncertainty	U_0.5
ID:8	of_type	outlet concentration measurement
ID:8	of_reactor	flow reactor
ID:8	has_author	Author 67
ID:8	of_year	1958
ID:8	of_target	H2
ID:8	has_similarity	S_0.9
ID:8	has_uncertainty	U_0.9
ID:9	of_type	ignition delay measurement
ID:9	of_reactor	rapid compression machine
ID:9	has_author	Author 19
ID:9	of_year	2007
ID:9	of_target	NH3
ID:9	has_similarity	S_0.8
ID:9	has_uncertainty	U_0.8
ID:10	of_type	laminar burning velocity measurement
ID:10	of_reactor	flame
ID:10	has_author	Author 64
ID:10	of_year	1978
ID:10	of_target	CH4
ID:10	has_similarity	S_0.8
ID:10	has_uncertainty	U_0.8
ID:11	of_type	outlet concentration measurement
ID:11	of_reactor	flow reactor
ID:11	has_author	Author 80
ID:11	of_year	1999
ID:11	of_target	H2S
ID:11	has_similarity	S_0.6
ID:11	has_uncertainty	U_0.6
ID:12	of_type	jet stirred reactor measurement
ID:12	of_reactor	flow reactor
ID:12	has_author	Author 14
ID:12	of_year	1980
ID:12	of_target	CH3
ID:12	has_similarity	S_0.3
ID:12	has_uncertainty	U_0.3
ID:13	of_type	burner stabilized flame speciation measurement
ID:13	of_reactor	flame
ID:13	has_author	Author 12
ID:13	of_year	2009
ID:13	of_target	NH3
ID:13	has_similarity	S_0.8
ID:13	has_uncertainty	U_0.8
ID:14	of_type	laminar burning velocity measurement
ID:14	of_reactor	flame
ID:14	has_author	Author 79
ID:14	of_year	1967
ID:14	of_target	C7H8
ID:14	has_similarity	S_0.4
ID:14	has_uncertainty	U_0.4
ID:15	of_type	laminar burning velocity measurement
ID:15	of_reactor	flame
ID:15	has_author	Author 82
ID:15	of_year	1983
ID:15	of_target	H2S
ID:15	has_similarity	S_0.4
ID:15	has_uncertainty	U_0.4
ID:16	of_type	burner stabilized flame speciation measurement
ID:16	of_reactor	flame
ID:16	has_author	Author 25
ID:16	of_year	1954
ID:16	of_target	H20
ID:16	has_similarity	S_0.4
ID:16	has_uncertainty	U_0.4
ID:17	of_type	jet stirred reactor measurement
ID:17	of_reactor	stirred reactor
ID:17	has_author	Author 5
ID:17	of_year	1996
ID:17	of_target	CH3
ID:17	has_similarity	S_0.9
ID:17	has_uncertainty	U_0.9
ID:18	of_type	jet stirred reactor measurement
ID:18	of_reactor	shock tube
ID:18	has_author	Author 94
ID:18	of_year	2015
ID:18	of_target	IDT
ID:18	has_similarity	S_0.9
ID:18	has_uncertainty	U_0.9
ID:19	of_type	laminar burning velocity measurement
ID:19	of_reactor	flame
