ID:0	of_type	TY_ignition delay measurement
ID:0	of_reactor	R_rapid compression machine
ID:0	has_author	Author 15
ID:0	of_year	Y_2015
ID:0	of_target	T_C0
ID:0	has_similarity	S_0.2
ID:0	has_uncertainty	U_0.2
ID:1	of_type	TY_laminar burning velocity measurement
ID:1	of_reactor	R_flame
ID:1	has_author	Author 24
ID:1	of_year	Y_1988
ID:1	of_target	T_CH3
ID:1	has_similarity	S_0.7
ID:1	has_uncertainty	U_0.7
ID:2	of_type	TY_burner stabilized flame speciation measurement
ID:2	of_reactor	R_flame
ID:2	has_author	Author 50
ID:2	of_year	Y_2000
ID:2	of_target	T_IDT
ID:2	has_similarity	S_0.4
ID:2	has_uncertainty	U_0.4
ID:3	of_type	TY_burner stabilized flame speciation measurement
ID:3	of_reactor	R_flame
ID:3	has_author	Author 68
ID:3	of_year	Y_2027
ID:3	of_target	T_C0
ID:3	has_similarity	S_0.1
ID:3	has_uncertainty	U_0.1
ID:4	of_type	TY_ignition delay measurement
ID:4	of_reactor	R_rapid compression machine
ID:4	has_author	Author 91
ID:4	of_year	Y_2015
ID:4	of_target	T_H2S
ID:4	has_similarity	S_0.2
ID:4	has_uncertainty	U_0.2
ID:5	of_type	TY_concentration time profile measurement
ID:5	of_reactor	R_flow reactor
ID:5	has_author	Author 23
ID:5	of_year	Y_1976
ID:5	of_target	T_C0
ID:5	has_similarity	S_0.3
ID:5	has_uncertainty	U_0.3
ID:6	of_type	TY_jet stirred reactor measurement
ID:6	of_reactor	R_shock tube
ID:6	has_author	Author 88
ID:6	of_year	Y_1988
ID:6	of_target	T_CH4
ID:6	has_similarity	S_0.4
ID:6	has_uncertainty	U_0.4
ID:7	of_type	TY_ignition delay measurement
ID:7	of_reactor	R_shock tube
ID:7	has_author	Author 92
ID:7	of_year	Y_1962
ID:7	of_target	T_H20
ID:7	has_similarity	S_0.8
ID:7	has_uncertainty	U_0.8
ID:8	of_type	TY_outlet concentration measurement
ID:8	of_reactor	R_stirred reactor
ID:8	has_author	Author 56
ID:8	of_year	Y_1992
ID:8	of_target	T_C6H6
ID:8	has_similarity	S_0.1
ID:8	has_uncertainty	U_0.1
ID:9	of_type	TY_burner stabilized flame speciation measurement
ID:9	of_reactor	R_flame
ID:9	has_author	Author 32
ID:9	of_year	Y_1997
ID:9	of_target	T_H20
ID:9	has_similarity	S_0.6
ID:9	has_uncertainty	U_0.6
ID:10	of_type	TY_laminar burning velocity measurement
ID:10	of_reactor	R_flame
ID:10	has_author	Author 53
ID:10	of_year	Y_1970
ID:10	of_target	T_H2
ID:10	has_similarity	S_0.2
ID:10	has_uncertainty	U_0.2
ID:11	of_type	TY_jet stirred reactor measurement
ID:11	of_reactor	R_shock tube
ID:11	has_author	Author 85
ID:11	of_year	Y_2017
ID:11	of_target	T_CO2
ID:11	has_similarity	S_0.4
ID:11	has_uncertainty	U_0.4
ID:12	of_type	TY_burner stabilized flame speciation measurement
ID:12	of_reactor	R_flame
ID:12	has_author	Author 98
ID:12	of_year	Y_1993
ID:12	of_target	T_C6H6
ID:12	has_similarity	S_0.7
ID:12	has_uncertainty	U_0.7
ID:13	of_type	TY_ignition delay measurement
ID:13	of_reactor	R_rapid compression machine
ID:13	has_author	Author 15
ID:13	of_year	Y_2020
ID:13	of_target	T_CH4
ID:13	has_similarity	S_0.9
ID:13	has_uncertainty	U_0.9
ID:14	of_type	TY_burner stabilized flame speciation measurement
ID:14	of_reactor	R_flame
ID:14	has_author	Author 69
ID:14	of_year	Y_1958
ID:14	of_target	T_H2
ID:14	has_similarity	S_0.5
ID:14	has_uncertainty	U_0.5
ID:15	of_type	TY_outlet concentration measurement
ID:15	of_reactor	R_stirred reactor
ID:15	has_author	Author 42
ID:15	of_year	Y_1968
ID:15	of_target	T_CH3
ID:15	has_similarity	S_0.4
ID:15	has_uncertainty	U_0.4
ID:16	of_type	TY_ignition delay measurement
ID:16	of_reactor	R_rapid compression machine
ID:16	has_author	Author 22
ID:16	of_year	Y_1984
ID:16	of_target	T_C6H6
ID:16	has_similarity	S_0.5
ID:16	has_uncertainty	U_0.5
ID:17	of_type	TY_laminar burning velocity measurement
ID:17	of_reactor	R_flame
ID:17	has_author	Author 34
ID:17	of_year	Y_2013
ID:17	of_target	T_H2S
ID:17	has_similarity	S_0.5
ID:17	has_uncertainty	U_0.5
ID:18	of_type	TY_jet stirred reactor measurement
ID:18	of_reactor	R_stirred reactor
ID:18	has_author	Author 80
ID:18	of_year	Y_2025
ID:18	of_target	T_C0
ID:18	has_similarity	S_0.6
ID:18	has_uncertainty	U_0.6
ID:19	of_type	TY_ignition delay measurement
ID:19	of_reactor	R_rapid compression machine
ID:19	has_author	Author 2
ID:19	of_year	Y_2006
ID:19	of_target	T_CH4
ID:19	has_similarity	S_0.7
ID:19	has_uncertainty	U_0.7
ID:20	of_type	TY_laminar burning velocity measurement
ID:20	of_reactor	R_flame
ID:20	has_author	Author 78
ID:20	of_year	Y_2000
ID:20	of_target	T_H2S
ID:20	has_similarity	S_0.9
ID:20	has_uncertainty	U_0.9
ID:21	of_type	TY_outlet concentration measurement
ID:21	of_reactor	R_stirred reactor
ID:21	has_author	Author 52
ID:21	of_year	Y_1967
ID:21	of_target	T_CH4
ID:21	has_similarity	S_0.3
ID:21	has_uncertainty	U_0.3
ID:22	of_type	TY_laminar burning velocity measurement
ID:22	of_reactor	R_flame
ID:22	has_author	Author 88
ID:22	of_year	Y_1990
ID:22	of_target	T_C6H6
ID:22	has_similarity	S_0.2
ID:22	has_uncertainty	U_0.2
ID:23	of_type	TY_burner stabilized flame speciation measurement
ID:23	of_reactor	R_flame
ID:23	has_author	Author 81
ID:23	of_year	Y_2007
ID:23	of_target	T_H2S
ID:23	has_similarity	S_0.0
ID:23	has_uncertainty	U_0.0
ID:24	of_type	TY_ignition delay measurement
ID:24	of_reactor	R_rapid compression machine
ID:24	has_author	Author 99
ID:24	of_year	Y_1956
ID:24	of_target	T_C6H6
ID:24	has_similarity	S_0.1
ID:24	has_uncertainty	U_0.1
ID:25	of_type	TY_outlet concentration measurement
ID:25	of_reactor	R_shock tube
ID:25	has_author	Author 73
ID:25	of_year	Y_1961
ID:25	of_target	T_H2
ID:25	has_similarity	S_0.9
ID:25	has_uncertainty	U_0.9
ID:26	of_type	TY_ignition delay measurement
ID:26	of_reactor	R_shock tube
ID:26	has_author	Author 53
ID:26	of_year	Y_1980
ID:26	of_target	T_CO2
ID:26	has_similarity	S_0.4
ID:26	has_uncertainty	U_0.4
ID:27	of_type	TY_concentration time profile measurement
ID:27	of_reactor	R_shock tube
ID:27	has_author	Author 8
ID:27	of_year	Y_1967
ID:27	of_target	T_CH3
ID:27	has_similarity	S_0.3
ID:27	has_uncertainty	U_0.3
ID:28	of_type	TY_ignition delay measurement
ID:28	of_reactor	R_shock tube
ID:28	has_author	Author 84
ID:28	of_year	Y_2011
ID:28	of_target	T_IDT
ID:28	has_similarity	S_0.6
ID:28	has_uncertainty	U_0.6
ID:29	of_type	TY_concentration time profile measurement
ID:29	of_reactor	R_stirred reactor
ID:29	has_author	Author 33
ID:29	of_year	Y_2007
ID:29	of_target	T_H2
ID:29	has_similarity	S_0.7
ID:29	has_uncertainty	U_0.7
ID:30	of_type	TY_jet stirred reactor measurement
ID:30	of_reactor	R_flow reactor
ID:30	has_author	Author 25
ID:30	of_year	Y_1960
ID:30	of_target	T_CO2
ID:30	has_similarity	S_0.7
ID:30	has_uncertainty	U_0.7
ID:31	of_type	TY_jet stirred reactor measurement
ID:31	of_reactor	R_flow reactor
ID:31	has_author	Author 25
ID:31	of_year	Y_1957
ID:31	of_target	T_IDT
ID:31	has_similarity	S_0.8
ID:31	has_uncertainty	U_0.8
ID:32	of_type	TY_burner stabilized flame speciation measurement
ID:32	of_reactor	R_flame
ID:32	has_author	Author 6
ID:32	of_year	Y_1972
ID:32	of_target	T_H20
ID:32	has_similarity	S_0.4
ID:32	has_uncertainty	U_0.4
ID:33	of_type	TY_jet stirred reactor measurement
ID:33	of_reactor	R_flow reactor
ID:33	has_author	Author 42
ID:33	of_year	Y_1967
ID:33	of_target	T_C7H8
ID:33	has_similarity	S_0.3
ID:33	has_uncertainty	U_0.3
ID:34	of_type	TY_laminar burning velocity measurement
ID:34	of_reactor	R_flame
ID:34	has_author	Author 2
ID:34	of_year	Y_2004
ID:34	of_target	T_C5H6
ID:34	has_similarity	S_0.1
ID:34	has_uncertainty	U_0.1
ID:35	of_type	TY_laminar burning velocity measurement
ID:35	of_reactor	R_flame
ID:35	has_author	Author 53
ID:35	of_year	Y_1978
ID:35	of_target	T_NH3
ID:35	has_similarity	S_0.5
ID:35	has_uncertainty	U_0.5
ID:36	of_type	TY_jet stirred reactor measurement
ID:36	of_reactor	R_flow reactor
ID:36	has_author	Author 94
ID:36	of_year	Y_1975
ID:36	of_target	T_H20
ID:36	has_similarity	S_0.5
ID:36	has_uncertainty	U_0.5
ID:37	of_type	TY_jet stirred reactor measurement
ID:37	of_reactor	R_stirred reactor
ID:37	has_author	Author 81
ID:37	of_year	Y_2006
ID:37	of_target	T_CO2
ID:37	has_similarity	S_0.2
ID:37	has_uncertainty	U_0.2
ID:38	of_type	TY_ignition delay measurement
ID:38	of_reactor	R_shock tube
ID:38	has_author	Author 95
ID:38	of_year	Y_1992
ID:38	of_target	T_H2
ID:38	has_similarity	S_0.1
ID:38	has_uncertainty	U_0.1
ID:39	of_type	TY_burner stabilized flame speciation measurement
ID:39	of_reactor	R_flame
ID:39	has_author	Author 21
ID:39	of_year	Y_2012
ID:39	of_target	T_C6H6
ID:39	has_similarity	S_0.4
ID:39	has_uncertainty	U_0.4
ID:40	of_type	TY_jet stirred reactor measurement
ID:40	of_reactor	R_stirred reactor
ID:40	has_author	Author 25
ID:40	of_year	Y_1956
ID:40	of_target	T_C0
ID:40	has_similarity	S_0.6
ID:40	has_uncertainty	U_0.6
ID:41	of_type	TY_laminar burning velocity measurement
ID:41	of_reactor	R_flame
ID:41	has_author	Author 60
ID:41	of_year	Y_2021
ID:41	of_target	T_C0
ID:41	has_similarity	S_0.1
ID:41	has_uncertainty	U_0.1
ID:42	of_type	TY_laminar burning velocity measurement
ID:42	of_reactor	R_flame
ID:42	has_author	Author 62
ID:42	of_year	Y_2013
ID:42	of_target	T_NH3
ID:42	has_similarity	S_0.4
ID:42	has_uncertainty	U_0.4
ID:43	of_type	TY_laminar burning velocity measurement
