0	of_type	outlet concentration measurement
0	of_reactor	shock tube
0	has_author	Author 84
0	of_year	2003
0	of_target	H2S
0	has_similarity	S_0.8
0	has_uncertainty	U_0.8
1	of_type	burner stabilized flame speciation measurement
1	of_reactor	flame
1	has_author	Author 43
1	of_year	1977
1	of_target	CH4
1	has_similarity	S_0.7
1	has_uncertainty	U_0.7
2	of_type	jet stirred reactor measurement
2	of_reactor	shock tube
2	has_author	Author 68
2	of_year	1972
2	of_target	IDT
2	has_similarity	S_0.1
2	has_uncertainty	U_0.1
3	of_type	laminar burning velocity measurement
3	of_reactor	flame
3	has_author	Author 59
3	of_year	1970
3	of_target	C7H8
3	has_similarity	S_0.5
3	has_uncertainty	U_0.5
4	of_type	ignition delay measurement
4	of_reactor	rapid compression machine
4	has_author	Author 74
4	of_year	1990
4	of_target	NH3
4	has_similarity	S_0.6
4	has_uncertainty	U_0.6
5	of_type	outlet concentration measurement
5	of_reactor	shock tube
5	has_author	Author 87
5	of_year	1980
5	of_target	C0
5	has_similarity	S_0.8
5	has_uncertainty	U_0.8
6	of_type	ignition delay measurement
6	of_reactor	shock tube
6	has_author	Author 40
6	of_year	1970
6	of_target	IDT
6	has_similarity	S_0.1
6	has_uncertainty	U_0.1
7	of_type	concentration time profile measurement
7	of_reactor	flow reactor
7	has_author	Author 36
7	of_year	2021
7	of_target	C7H8
7	has_similarity	S_1.0
7	has_uncertainty	U_1.0
8	of_type	outlet concentration measurement
8	of_reactor	shock tube
8	has_author	Author 44
8	of_year	1984
8	of_target	CH4
8	has_similarity	S_0.6
8	has_uncertainty	U_0.6
9	of_type	jet stirred reactor measurement
9	of_reactor	stirred reactor
9	has_author	Author 61
9	of_year	1961
9	of_target	H2
9	has_similarity	S_0.7
9	has_uncertainty	U_0.7
10	of_type	concentration time profile measurement
10	of_reactor	stirred reactor
10	has_author	Author 15
10	of_year	1975
10	of_target	CH3
10	has_similarity	S_0.2
10	has_uncertainty	U_0.2
11	of_type	ignition delay measurement
11	of_reactor	rapid compression machine
11	has_author	Author 82
11	of_year	2007
11	of_target	H2S
11	has_similarity	S_0.3
11	has_uncertainty	U_0.3
12	of_type	jet stirred reactor measurement
12	of_reactor	stirred reactor
12	has_author	Author 16
12	of_year	2005
12	of_target	C0
12	has_similarity	S_0.0
12	has_uncertainty	U_0.0
13	of_type	concentration time profile measurement
13	of_reactor	stirred reactor
13	has_author	Author 58
13	of_year	2001
13	of_target	C6H6
13	has_similarity	S_0.6
13	has_uncertainty	U_0.6
14	of_type	burner stabilized flame speciation measurement
14	of_reactor	flame
14	has_author	Author 12
14	of_year	1998
14	of_target	H2
14	has_similarity	S_0.2
14	has_uncertainty	U_0.2
15	of_type	outlet concentration measurement
15	of_reactor	stirred reactor
15	has_author	Author 76
15	of_year	2014
15	of_target	C5H6
15	has_similarity	S_0.6
15	has_uncertainty	U_0.6
16	of_type	ignition delay measurement
16	of_reactor	rapid compression machine
16	has_author	Author 18
16	of_year	1996
16	of_target	NH3
16	has_similarity	S_0.8
16	has_uncertainty	U_0.8
17	of_type	concentration time profile measurement
17	of_reactor	shock tube
17	has_author	Author 4
17	of_year	1982
17	of_target	C5H6
17	has_similarity	S_0.2
17	has_uncertainty	U_0.2
18	of_type	jet stirred reactor measurement
18	of_reactor	flow reactor
18	has_author	Author 88
18	of_year	1965
18	of_target	CH3
18	has_similarity	S_0.3
18	has_uncertainty	U_0.3
19	of_type	laminar burning velocity measurement
19	of_reactor	flame
19	has_author	Author 78
19	of_year	1971
19	of_target	C7H8
19	has_similarity	S_0.1
19	has_uncertainty	U_0.1
20	of_type	outlet concentration measurement
20	of_reactor	stirred reactor
20	has_author	Author 24
20	of_year	1999
20	of_target	H2
20	has_similarity	S_0.4
20	has_uncertainty	U_0.4
21	of_type	jet stirred reactor measurement
21	of_reactor	shock tube
21	has_author	Author 84
21	of_year	2000
21	of_target	C0
21	has_similarity	S_0.3
21	has_uncertainty	U_0.3
22	of_type	laminar burning velocity measurement
22	of_reactor	flame
22	has_author	Author 35
22	of_year	1990
22	of_target	H20
22	has_similarity	S_0.9
22	has_uncertainty	U_0.9
23	of_type	laminar burning velocity measurement
23	of_reactor	flame
23	has_author	Author 60
23	of_year	1967
23	of_target	C6H6
23	has_similarity	S_0.7
23	has_uncertainty	U_0.7
24	of_type	concentration time profile measurement
24	of_reactor	stirred reactor
24	has_author	Author 67
24	of_year	1970
24	of_target	C5H6
24	has_similarity	S_0.3
24	has_uncertainty	U_0.3
25	of_type	outlet concentration measurement
25	of_reactor	shock tube
25	has_author	Author 33
25	of_year	1952
25	of_target	C0
25	has_similarity	S_0.9
25	has_uncertainty	U_0.9
26	of_type	ignition delay measurement
26	of_reactor	rapid compression machine
26	has_author	Author 55
26	of_year	1960
26	of_target	H2
26	has_similarity	S_0.3
26	has_uncertainty	U_0.3
27	of_type	burner stabilized flame speciation measurement
27	of_reactor	flame
27	has_author	Author 39
27	of_year	1958
27	of_target	H2
27	has_similarity	S_0.3
27	has_uncertainty	U_0.3
28	of_type	laminar burning velocity measurement
28	of_reactor	flame
28	has_author	Author 55
28	of_year	1951
28	of_target	H20
28	has_similarity	S_0.0
28	has_uncertainty	U_0.0
29	of_type	jet stirred reactor measurement
29	of_reactor	flow reactor
29	has_author	Author 37
29	of_year	2015
29	of_target	H2S
29	has_similarity	S_0.4
29	has_uncertainty	U_0.4
30	of_type	jet stirred reactor measurement
30	of_reactor	shock tube
30	has_author	Author 23
30	of_year	2013
30	of_target	C7H8
30	has_similarity	S_0.8
30	has_uncertainty	U_0.8
31	of_type	jet stirred reactor measurement
31	of_reactor	stirred reactor
31	has_author	Author 5
31	of_year	2001
31	of_target	CH4
31	has_similarity	S_0.3
31	has_uncertainty	U_0.3
32	of_type	ignition delay measurement
32	of_reactor	rapid compression machine
32	has_author	Author 84
32	of_year	2008
32	of_target	H2S
32	has_similarity	S_0.8
32	has_uncertainty	U_0.8
33	of_type	concentration time profile measurement
33	of_reactor	stirred reactor
33	has_author	Author 52
33	of_year	2019
33	of_target	NH3
33	has_similarity	S_0.5
33	has_uncertainty	U_0.5
34	of_type	laminar burning velocity measurement
34	of_reactor	flame
34	has_author	Author 9
34	of_year	2010
34	of_target	CO2
34	has_similarity	S_0.5
34	has_uncertainty	U_0.5
35	of_type	ignition delay measurement
35	of_reactor	shock tube
35	has_author	Author 69
35	of_year	1988
35	of_target	C5H6
35	has_similarity	S_0.3
35	has_uncertainty	U_0.3
36	of_type	burner stabilized flame speciation measurement
36	of_reactor	flame
36	has_author	Author 54
36	of_year	2010
36	of_target	IDT
36	has_similarity	S_0.6
36	has_uncertainty	U_0.6
37	of_type	jet stirred reactor measurement
37	of_reactor	flow reactor
37	has_author	Author 80
37	of_year	1988
37	of_target	C0
37	has_similarity	S_0.5
37	has_uncertainty	U_0.5
38	of_type	outlet concentration measurement
38	of_reactor	shock tube
38	has_author	Author 45
38	of_year	1989
38	of_target	CH4
38	has_similarity	S_0.4
38	has_uncertainty	U_0.4
39	of_type	concentration time profile measurement
39	of_reactor	flow reactor
39	has_author	Author 80
39	of_year	1988
39	of_target	C6H6
39	has_similarity	S_0.8
39	has_uncertainty	U_0.8
40	of_type	ignition delay measurement
40	of_reactor	rapid compression machine
40	has_author	Author 86
40	of_year	2025
40	of_target	CH3
40	has_similarity	S_0.7
40	has_uncertainty	U_0.7
41	of_type	concentration time profile measurement
41	of_reactor	flow reactor
41	has_author	Author 4
41	of_year	1981
41	of_target	H20
41	has_similarity	S_0.5
41	has_uncertainty	U_0.5
42	of_type	outlet concentration measurement
42	of_reactor	shock tube
42	has_author	Author 85
42	of_year	1967
42	of_target	NH3
42	has_similarity	S_0.9
42	has_uncertainty	U_0.9
43	of_type	outlet concentration measurement
43	of_reactor	shock tube
43	has_author	Author 90
43	of_year	2013
43	of_target	CH3
43	has_similarity	S_0.7
43	has_uncertainty	U_0.7
44	of_type	jet stirred reactor measurement
44	of_reactor	flow reactor
44	has_author	Author 95
44	of_year	1964
44	of_target	H2
44	has_similarity	S_0.3
44	has_uncertainty	U_0.3
45	of_type	concentration time profile measurement
45	of_reactor	shock tube
45	has_author	Author 52
45	of_year	2019
45	of_target	IDT
45	has_similarity	S_0.7
45	has_uncertainty	U_0.7
46	of_type	jet stirred reactor measurement
46	of_reactor	shock tube
46	has_author	Author 32
46	of_year	2018
46	of_target	NH3
46	has_similarity	S_0.7
46	has_uncertainty	U_0.7
47	of_type	burner stabilized flame speciation measurement
47	of_reactor	flame
47	has_author	Author 54
47	of_year	2010
47	of_target	C5H6
47	has_similarity	S_0.9
47	has_uncertainty	U_0.9
48	of_type	ignition delay measurement
48	of_reactor	shock tube
48	has_author	Author 87
48	of_year	1981
48	of_target	IDT
48	has_similarity	S_0.6
48	has_uncertainty	U_0.6
49	of_type	jet stirred reactor measurement
49	of_reactor	stirred reactor
49	has_author	Author 30
49	of_year	1966
49	of_target	CO2
49	has_similarity	S_0.6
49	has_uncertainty	U_0.6
50	of_type	ignition delay measurement
50	of_reactor	shock tube
50	has_author	Author 3
50	of_year	1972
50	of_target	H2S
50	has_similarity	S_0.7
50	has_uncertainty	U_0.7
51	of_type	laminar burning velocity measurement
51	of_reactor	flame
51	has_author	Author 16
51	of_year	2003
51	of_target	IDT
51	has_similarity	S_0.4
51	has_uncertainty	U_0.4
52	of_type	laminar burning velocity measurement
52	of_reactor	flame
52	has_author	Author 99
52	of_year	1960
52	of_target	NH3
52	has_similarity	S_0.4
52	has_uncertainty	U_0.4
53	of_type	ignition delay measurement
53	of_reactor	rapid compression machine
53	has_author	Author 83
53	of_year	1953
53	of_target	C0
53	has_similarity	S_0.2
53	has_uncertainty	U_0.2
54	of_type	concentration time profile measurement
54	of_reactor	shock tube
54	has_author	Author 59
54	of_year	1971
54	of_target	CH4
54	has_similarity	S_0.8
54	has_uncertainty	U_0.8
55	of_type	ignition delay measurement
55	of_reactor	rapid compression machine
55	has_author	Author 4
55	of_year	1984
55	of_target	CH3
55	has_similarity	S_0.5
55	has_uncertainty	U_0.5
56	of_type	concentration time profile measurement
56	of_reactor	shock tube
56	has_author	Author 97
56	of_year	1970
56	of_target	C5H6
56	has_similarity	S_0.4
56	has_uncertainty	U_0.4
57	of_type	burner stabilized flame speciation measurement
57	of_reactor	flame
57	has_author	Author 25
57	of_year	2012
57	of_target	CH4
57	has_similarity	S_0.9
57	has_uncertainty	U_0.9
58	of_type	concentration time profile measurement
58	of_reactor	flow reactor
58	has_author	Author 23
58	of_year	2014
58	of_target	C7H8
58	has_similarity	S_0.5
58	has_uncertainty	U_0.5
59	of_type	laminar burning velocity measurement
59	of_reactor	flame
59	has_author	Author 37
59	of_year	2011
59	of_target	CH4
59	has_similarity	S_0.8
59	has_uncertainty	U_0.8
60	of_type	outlet concentration measurement
60	of_reactor	stirred reactor
60	has_author	Author 26
60	of_year	1995
60	of_target	H2S
60	has_similarity	S_0.8
60	has_uncertainty	U_0.8
61	of_type	laminar burning velocity measurement
61	of_reactor	flame
61	has_author	Author 55
61	of_year	1957
61	of_target	C7H8
61	has_similarity	S_0.5
61	has_uncertainty	U_0.5
62	of_type	laminar burning velocity measurement
62	of_reactor	flame
62	has_author	Author 73
62	of_year	1976
62	of_target	C7H8
62	has_similarity	S_0.5
62	has_uncertainty	U_0.5
63	of_type	jet stirred reactor measurement
63	of_reactor	flow reactor
63	has_author	Author 20
63	of_year	1971
63	of_target	C7H8
63	has_similarity	S_0.8
63	has_uncertainty	U_0.8
64	of_type	ignition delay measurement
64	of_reactor	shock tube
64	has_author	Author 87
64	of_year	1985
64	of_target	C6H6
64	has_similarity	S_0.2
64	has_uncertainty	U_0.2
65	of_type	outlet concentration measurement
65	of_reactor	shock tube
65	has_author	Author 20
65	of_year	1974
65	of_target	NH3
65	has_similarity	S_0.1
65	has_uncertainty	U_0.1
66	of_type	burner stabilized flame speciation measurement
66	of_reactor	flame
66	has_author	Author 15
66	of_year	1973
66	of_target	C5H6
66	has_similarity	S_0.2
66	has_uncertainty	U_0.2
67	of_type	burner stabilized flame speciation measurement
67	of_reactor	flame
67	has_author	Author 42
67	of_year	1971
67	of_target	IDT
67	has_similarity	S_0.6
67	has_uncertainty	U_0.6
68	of_type	concentration time profile measurement
68	of_reactor	shock tube
68	has_author	Author 89
68	of_year	1980
68	of_target	CH4
68	has_similarity	S_1.0
68	has_uncertainty	U_1.0
69	of_type	ignition delay measurement
69	of_reactor	rapid compression machine
69	has_author	Author 95
69	of_year	1962
69	of_target	IDT
69	has_similarity	S_0.7
69	has_uncertainty	U_0.7
70	of_type	ignition delay measurement
70	of_reactor	shock tube
70	has_author	Author 77
70	of_year	2020
70	of_target	C5H6
70	has_similarity	S_0.8
70	has_uncertainty	U_0.8
71	of_type	concentration time profile measurement
71	of_reactor	shock tube
71	has_author	Author 55
71	of_year	1951
71	of_target	NH3
71	has_similarity	S_0.3
71	has_uncertainty	U_0.3
72	of_type	outlet concentration measurement
72	of_reactor	stirred reactor
72	has_author	Author 59
72	of_year	1976
72	of_target	CH4
72	has_similarity	S_1.0
72	has_uncertainty	U_1.0
73	of_type	burner stabilized flame speciation measurement
73	of_reactor	flame
73	has_author	Author 90
73	of_year	2012
73	of_target	H2
73	has_similarity	S_0.8
73	has_uncertainty	U_0.8
74	of_type	ignition delay measurement
74	of_reactor	rapid compression machine
74	has_author	Author 93
74	of_year	2009
74	of_target	H2S
74	has_similarity	S_0.0
74	has_uncertainty	U_0.0
75	of_type	ignition delay measurement
75	of_reactor	rapid compression machine
75	has_author	Author 52
75	of_year	2017
75	of_target	IDT
75	has_similarity	S_0.7
75	has_uncertainty	U_0.7
76	of_type	ignition delay measurement
76	of_reactor	rapid compression machine
76	has_author	Author 43
76	of_year	1972
76	of_target	CH4
76	has_similarity	S_0.2
76	has_uncertainty	U_0.2
77	of_type	jet stirred reactor measurement
77	of_reactor	shock tube
77	has_author	Author 38
77	of_year	2020
77	of_target	C6H6
77	has_similarity	S_0.2
77	has_uncertainty	U_0.2
78	of_type	laminar burning velocity measurement
78	of_reactor	flame
78	has_author	Author 94
78	of_year	1978
78	of_target	C6H6
78	has_similarity	S_0.2
78	has_uncertainty	U_0.2
79	of_type	outlet concentration measurement
79	of_reactor	flow reactor
79	has_author	Author 62
79	of_year	1998
79	of_target	C5H6
79	has_similarity	S_0.6
79	has_uncertainty	U_0.6
80	of_type	outlet concentration measurement
80	of_reactor	shock tube
80	has_author	Author 93
80	of_year	2004
80	of_target	C7H8
80	has_similarity	S_0.6
80	has_uncertainty	U_0.6
81	of_type	jet stirred reactor measurement
81	of_reactor	flow reactor
81	has_author	Author 81
81	of_year	2020
81	of_target	C7H8
81	has_similarity	S_0.4
81	has_uncertainty	U_0.4
82	of_type	outlet concentration measurement
82	of_reactor	flow reactor
82	has_author	Author 73
82	of_year	1976
82	of_target	H2
82	has_similarity	S_0.4
82	has_uncertainty	U_0.4
83	of_type	ignition delay measurement
83	of_reactor	rapid compression machine
83	has_author	Author 5
83	of_year	2010
83	of_target	CO2
83	has_similarity	S_1.0
83	has_uncertainty	U_1.0
84	of_type	ignition delay measurement
84	of_reactor	shock tube
84	has_author	Author 80
84	of_year	1980
84	of_target	NH3
84	has_similarity	S_1.0
84	has_uncertainty	U_1.0
